,R_mean,R_median,R_std,G_mean,G_median,G_std,B_mean,B_median,B_std,IR_mean,IR_median,IR_std,DomCol1_R,DomCol1_G,DomCol1_B,DomCol2_R,DomCol2_G,DomCol2_B,Edge_mean,Edge_median,Edge_std
430,1.247887,0.0,5.284410188018244,22.711302,21.0,8.346792645369598,48.767629,47.0,8.981341365205925,0.555508,0.0,3.6269679984714496,0.002696200836359334,0.0853296174273043,0.1871852888776963,0.28796826131051395,0.508590083722393,0.1871852888776963,0.0029233779233969913,0.0,0.014188488570747193
431,3.05417,1.0,8.265234395411905,31.833388,30.0,13.261565233465314,50.799622,49.0,11.996037373112673,0.892147,0.0,5.570731435852119,0.002775373509011071,0.10117414957119672,0.18474383964139787,0.2656903045409094,0.48560683484501677,0.18474383964139787,0.005035568528707916,0.0,0.021918046623228077
432,5.026015,1.0,12.727430464150057,31.945504,27.0,18.78525959857846,47.738605,44.0,18.04955970803651,1.912251,0.0,9.097006931568151,0.010573767244572443,0.11148698623556987,0.17324223463123667,0.3983270690115725,0.6215825251469378,0.17324223463123667,0.010512805454973063,0.0009803921568627449,0.034683971657518575
433,4.366379,0.0,16.594026558625217,21.953652,17.0,21.89695905514955,40.793364,36.0,22.34480985740322,3.125889,0.0,13.82445474366635,0.0052012048330731635,0.06902367460705076,0.14245154422714215,0.14012559828363738,0.2870786133898542,0.14245154422714215,0.016977284573070083,0.0013864838846795048,0.051127323835585395
434,0.48176,0.0,1.4986491592097198,20.7156,20.0,2.6576295151883005,42.468361,42.0,3.200220457043389,0.028178,0.0,0.7830900333397177,0.0016420163306365679,0.0807471114203206,0.16597448516365096,0.21685866680062393,0.4322380222730337,0.16597448516365096,0.0001572840839425622,0.0,0.003150619250736733
435,81.809248,91.0,47.99645671999647,93.202967,101.0,42.26924394162866,92.427273,94.0,33.1878874709354,118.29948,143.0,68.0017164175258,0.5141472350427457,0.5418590476182082,0.5105522575414378,0.34547110429935335,0.3796634875680571,0.5105522575414378,0.04501900133004429,0.03466209711698762,0.045031900690500525
436,0.433843,0.0,0.8871027287473532,21.528684,21.0,1.617875529249392,45.671854,46.0,2.0206850825113745,0.003999,0.0,0.2943178689767238,0.002665656289530193,0.0882415280580374,0.18433595665936978,0.15899493957821317,0.3297165174177191,0.18433595665936978,2.14978065567073e-05,0.0,0.001146286472514564
437,0.412041,0.0,1.075061493273292,21.203822,21.0,1.7199397060118122,46.85725,47.0,2.060617489370601,0.007879,0.0,0.48456054457518505,0.0007392530257020402,0.08109520845931595,0.18088771936792414,0.003621552303235129,0.08797389159599443,0.18088771936792414,4.778555008975296e-05,0.0,0.002044179547063713
438,0.486317,0.0,1.882235047891469,20.504798,20.0,3.151152960298183,46.925941,47.0,3.467233229034211,0.043737,0.0,1.0431769144450045,0.0016214621337817534,0.07989799664658477,0.18347037487609005,0.2572899298130307,0.4784132437535246,0.18347037487609005,0.0002616179482947138,0.0,0.0042997649446134024
439,0.602166,0.0,2.6757608466460523,20.531482,20.0,4.522711010409132,47.040753,46.0,4.948014570814337,0.095009,0.0,1.6258838488400698,0.0017918057007356484,0.0794597436710778,0.1833173366419572,0.05934992739521019,0.1963828752218466,0.1833173366419572,0.0005702776226711964,0.0,0.006679309428117601
